Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Melaleuca uncinata,Melaleuca uncinata,,1,Synonym,Myrtoleucodendron uncinatum,(R. Br.) Kuntze,Myrtaceae,tropicos, ,
Eucalyptus baxteri,Eucalyptus baxteri,,1,Accepted,Eucalyptus baxteri,(Benth.) J.M. Black,Myrtaceae,tropicos, ,
Eucalyptus obliqua,Eucalyptus obliqua,,1,Illegitimate,,,,tropicos, ,
Lepidosperma semiteres,Lepidosperma semiteres,,1,Synonym,Lepidosperma gracile var. semiteres,(Boeckeler) Domin,Cyperaceae,tropicos, ,
Leptospermum myrsinoides,Leptospermum myrsinoides,,1,No opinion,,,,tropicos, ,
Adinandra dumosa,Adinandra dumosa,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Dillenia suffruticosa,Dillenia suffruticosa,,1,Accepted,Dillenia suffruticosa,(Griff.) Martelli,Dilleniaceae,tropicos, ,
Melastoma malabathricum,Melastoma malabathricum,,1,Accepted,Melastoma malabathricum,L.,Melastomataceae,tropicos;usda, ,
Macaranga heynei,Macaranga heynei,,1,No opinion,,,,tropicos, ,
Mallotus paniculatus,Mallotus paniculatus,,1,Accepted,Mallotus paniculatus,(Lam.) Müll. Arg.,Euphorbiaceae,tropicos, ,
Trema tomentosa,Trema tomentosa,,1,Accepted,Trema tomentosa,(Roxb.) H. Hara,Cannabaceae,tropicos, ,
Aconogonon campanulatum,Aconogonon campanulatum,,1,Synonym,Polygonum campanulatum var. campanulatum,,Polygonaceae,tropicos, ,
Anemone rupicola,Anemone rupicola,,1,Accepted,Anemone rupicola,Cambess.,Ranunculaceae,tropicos, ,
Athylium wallichianum,Athyrium wallichianum,,0.98,Accepted,Athyrium wallichianum,Ching,Woodsiaceae,tropicos, ,
Bistorta amplexicaulis,Bistorta amplexicaulis,,1,Synonym,Polygonum amplexicaule var. amplexicaule,,Polygonaceae,tropicos, ,
Cremanthodium pinnatifidum,Cremanthodium pinnatifidum,,1,Accepted,Cremanthodium pinnatifidum,Benth.,Asteraceae,tropicos;gcc, ,
Lagotis kunawarensis,Lagotis kunawurensis,,0.99,No opinion,,,,tropicos, ,
Picrorhiza scrophulariiflora,Picrorhiza scrophulariiflora,,1,Synonym,Neopicrorhiza scrophulariiflora,(Pennell) D.Y. Hong,Plantaginaceae,tropicos, ,
Potentilla contigua,Potentilla contigua,,1,Accepted,Potentilla contigua,Soják,Rosaceae,tropicos, ,
Potentilla peduncularis,Potentilla peduncularis,,1,Accepted,Potentilla peduncularis,D. Don,Rosaceae,tropicos, ,
Rheum acuminatum,Rheum acuminatum,,1,Accepted,Rheum acuminatum,Hook. f. & Thomson,Polygonaceae,tropicos, ,
Rheum nobile,Rheum nobile,,1,Accepted,Rheum nobile,Hook. f. & Thomson,Polygonaceae,tropicos, ,
Rhododendron anthopogon,Rhododendron anthopogon,,1,Accepted,Rhododendron anthopogon,D. Don,Ericaceae,tropicos, ,
Salix anticecrenata,Salix anticecrenata,,1,Accepted,Salix anticecrenata,Kimura,Salicaceae,tropicos, ,
Saussurea gossypiphora,Saussurea gossypiphora,,1,No opinion,,,,tropicos, ,
Swertia acaulis,Swertia,,0.5,Accepted,Swertia,L.,Gentianaceae,tropicos, [Partial match] ,
Ipomoea carnea,Ipomoea carnea,,1,Accepted,Ipomoea carnea,Jacq.,Convolvulaceae,tropicos;usda, ,
Jatropha gossypifolia,Jatropha gossypiifolia,,0.99,Accepted,Jatropha gossypiifolia,L.,Euphorbiaceae,tropicos;usda, ,
Alternanthera crucis,Alternanthera crucis,,1,Synonym,Alternanthera halimifolia,(Lam.) Standl. ex Pittier,Amaranthaceae,tropicos, ,
Prosopis juliflora,Prosopis juliflora,,1,Accepted,Prosopis juliflora,(Sw.) DC.,Fabaceae,tropicos;usda, ,
Capparis odoratissima,Capparis odoratissima,,1,Synonym,Quadrella odoratissima,(Jacq.) Hutch.,Capparaceae,tropicos, ,
Agastache foeniculum,Agastache foeniculum,,1,Accepted,Agastache foeniculum,(Pursh) Kuntze,Lamiaceae,tropicos;usda, ,
Agrostis scabra,Agrostis scabra,,1,Accepted,Agrostis scabra,Willd.,Poaceae,tropicos;usda, ,
Ambrosia artemisiifolia,Ambrosia artemisiifolia,,1,Accepted,Ambrosia artemisiifolia,L.,Asteraceae,tropicos;gcc;usda, ,
Asclepias tuberosa,Asclepias tuberosa,,1,Accepted,Asclepias tuberosa,L.,Apocynaceae,tropicos;usda, ,
Aster azureus,Aster azureus,,1,Synonym,Symphyotrichum oolentangiense,(Riddell) G.L. Nesom,Asteraceae,tropicos, ,
Aster ericoides,Aster ericoides,,1,Synonym,Symphyotrichum ericoides,(L.) G.L. Nesom,Asteraceae,tropicos, ,
Aster novaeanglieae,Aster novae-angliae,,0.99,Synonym,Symphyotrichum novae-angliae,(L.) G.L. Nesom,Asteraceae,tropicos;usda, ,
Astragalus candensis,Astragalus canadensis,,0.98,Accepted,Astragalus canadensis,L.,Fabaceae,tropicos;usda, ,
Bouteloua curtipendula,Bouteloua curtipendula,,1,Accepted,Bouteloua curtipendula,(Michx.) Torr.,Poaceae,tropicos;usda, ,
Calamovilfa longifolia,Calamovilfa longifolia,,1,Accepted,Calamovilfa longifolia,(Hook.) Hack. ex Scribn. & Southw.,Poaceae,tropicos, ,
Coreopsis palmata,Coreopsis palmata,,1,Accepted,Coreopsis palmata,Nutt.,Asteraceae,tropicos;gcc;usda, ,
Corylus americanus,Corylus americana,,0.96,Accepted,Corylus americana,Walter,Betulaceae,tropicos;usda, ,
Desmodium canadense,Desmodium canadense,,1,Accepted,Desmodium canadense,(L.) DC.,Fabaceae,tropicos;usda, ,
Liatris aspera,Liatris aspera,,1,Accepted,Liatris aspera,Michx.,Asteraceae,tropicos;gcc;usda, ,
Panicum capillare,Panicum capillare,,1,Accepted,Panicum capillare,L.,Poaceae,tropicos;usda, ,
Penstemon grandiflorus,Penstemon grandiflorus,,1,Accepted,Penstemon grandiflorus,Nutt.,Plantaginaceae,tropicos;usda, ,
Petalostemum purpureum,Petalostemon purpureus,,0.93,Accepted,Petalostemon purpureus,(Vent.) Rydb.,Fabaceae,tropicos, ,
Potentilla arguta,Potentilla arguta,,1,Accepted,Potentilla arguta,Pursh,Rosaceae,tropicos;usda, ,
Rudbeckia serotina,Rudbeckia serotina,,1,Synonym,Echinacea purpurea var. serotina,(Nutt.) L.H. Bailey,Asteraceae,tropicos, [Ambiguous match] ,
Solidago nemoralis,Solidago nemoralis,,1,Accepted,Solidago nemoralis,Aiton,Asteraceae,tropicos;gcc;usda, ,
Stipa spartea,Stipa spartea,,1,Synonym,Hesperostipa spartea,(Trin.) Barkworth,Poaceae,tropicos;usda, ,
Avicennia alba,Avicennia alba,,1,Synonym,Avicennia marina,(Forssk.) Vierh.,Acanthaceae,tropicos, ,
Avicennia lanata,Avicennia lanata,,1,No opinion,,,,tropicos, ,
Bruguiera cylindrica,Bruguiera cylindrica,,1,Accepted,Bruguiera cylindrica,(L.) Blume,Rhizophoraceae,tropicos, ,
Ceriops tagal,Ceriops tagal,,1,Accepted,Ceriops tagal,(Perr.) C.B. Rob.,Rhizophoraceae,tropicos, ,
Lumnitzera littorea,Lumnitzera littorea,,1,Accepted,Lumnitzera littorea,(Jack) Voigt,Combretaceae,tropicos, ,
Rhizophora apiculata,Rhizophora apiculata,,1,Accepted,Rhizophora apiculata,Blume,Rhizophoraceae,tropicos;usda, ,
Rhizophora mucronata,Rhizophora mucronata,,1,Accepted,Rhizophora mucronata,Lam.,Rhizophoraceae,tropicos;usda, ,
Scyphiphora hydrophyllacea,Scyphiphora hydrophyllacea,,1,Accepted,Scyphiphora hydrophyllacea,C.F. Gaertn.,Rubiaceae,tropicos, ,
Sonneratia alba,Sonneratia alba,,1,Accepted,Sonneratia alba,Sm.,Lythraceae,tropicos, ,
Cerbera manghas,Cerbera manghas,,1,Accepted,Cerbera manghas,L.,Apocynaceae,tropicos, ,
Hibiscus tiliaceus,Hibiscus tiliaceus,,1,Synonym,Talipariti tiliaceum,(L.) Fryxell,Malvaceae,tropicos, ,
Planchonella obovata,Planchonella obovata,,1,Accepted,Planchonella obovata,(R. Br.) Pierre,Sapotaceae,tropicos, ,
Scaevola taccada,Scaevola taccada,,1,Accepted,Scaevola taccada,(Gaertn.) Roxb.,Goodeniaceae,tropicos, ,
Tarenna fragrans,Tarenna fragrans,,1,Accepted,Tarenna fragrans,(Blume) Koord. & Valeton,Rubiaceae,tropicos, ,
Terminalia catappa,Terminalia catappa,,1,Accepted,Terminalia catappa,L.,Combretaceae,tropicos;usda, ,
Thespesia populnea,Thespesia populnea,,1,Accepted,Thespesia populnea,(L.) Sol. ex Corrêa,Malvaceae,tropicos;usda, ,
Tristaniopsis whiteana,Tristaniopsis whiteana,,1,Accepted,Tristaniopsis whiteana,(Griff.) Peter G. Wilson & J.T. Waterh.,Myrtaceae,tropicos, ,
Eugenia spicata,Eugenia spicata,,1,Synonym,Syzygium spicatum,(Lam.) DC.,Myrtaceae,tropicos, ,
Fagraea fragrans,Fagraea fragrans,,1,Invalid,Fagraea fragrans,Roxb. ex Carey & Wall.,Gentianaceae,tropicos, ,
Myrica esculenta,Myrica esculenta,,1,Accepted,Myrica esculenta,Buch.-Ham. ex D. Don,Myricaceae,tropicos, ,
Rhodamnia cinerea,Rhodamnia cinerea,,1,No opinion,,,,tropicos, ,
Arthrophyllum diversifolium,Arthrophyllum diversifolium,,1,Accepted,Arthrophyllum diversifolium,(Däniker) Philipson,Araliaceae,tropicos, ,
Claoxylon indicum,Claoxylon indicum,,1,Accepted,Claoxylon indicum,(Reinw. ex Blume) Hassk.,Euphorbiaceae,tropicos, ,
Commersonia bartramia,Commersonia bartramia,,1,Accepted,Commersonia bartramia,(L.) Merr.,Malvaceae,tropicos, ,
Ficus fistulosa,Ficus fistulosa,,1,Accepted,Ficus fistulosa,Reinw. ex Blume,Moraceae,tropicos, ,
Ficus grossularioides,Ficus grossularioides,,1,No opinion,,,,tropicos, ,
Ixonanthes reticulata,Ixonanthes reticulata,,1,Accepted,Ixonanthes reticulata,Jack,Ixonanthaceae,tropicos, ,
Ixora congesta,Ixora congesta,,1,Synonym,Pavetta congesta,(Roxb.) Miq.,Rubiaceae,tropicos, ,
Macaranga hypoleuca,Macaranga hypoleuca,,1,Synonym,Tanarius hypoleucus,(Rchb. f. & Zoll.) Kuntze,Euphorbiaceae,tropicos, ,
Sapium discolor,Sapium discolor,,1,Synonym,Triadica cochinchinensis,Lour.,Euphorbiaceae,tropicos, ,
Trema cannabina,Trema cannabina,,1,Accepted,Trema cannabina,Lour.,Cannabaceae,tropicos, ,
Vitex pinnata,Vitex pinnata,,1,Accepted,Vitex pinnata,L.,Lamiaceae,tropicos, ,
Adenanthos cygnorum,Adenanthos cygnorum,,1,No opinion,,,,tropicos, ,
Andersonia heterophylla,Andersonia heterophylla,,1,No opinion,,,,tropicos, ,
Astroloma xerophyllum,Astroloma xerophyllum,,1,No opinion,,,,tropicos, ,
Banksia attenuata,Banksia attenuata,,1,Accepted,Banksia attenuata,R. Br.,Proteaceae,tropicos, ,
Banksia menziesii,Banksia menziesii,,1,Accepted,Banksia menziesii,R. Br.,Proteaceae,tropicos, ,
Bossiaea eriocarpa,Bossiaea eriocarpa,,1,No opinion,,,,tropicos, ,
Calytrix flavescens,Calytrix flavescens,,1,Synonym,Calycothrix flavescens,(A. Cunn.) Schauer,Myrtaceae,tropicos, ,
Conostephium pendulum,Conostephium pendulum,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Eremaea pauciflora,Eremaea pauciflora,,1,Accepted,Eremaea pauciflora,(Endl.) Druce,Myrtaceae,tropicos, ,
Hibbertia huegelii,Hibbertia hugelii,,0.98,No opinion,,,,tropicos, ,
Hibbertia subvaginata,Hibbertia,,0.5,Accepted,Hibbertia,Andrews,Dilleniaceae,tropicos, [Partial match] ,
Jacksonia floribunda,Jacksonia floribunda,,1,Synonym,Piptomeris floribunda,(Endl.) Greene,Fabaceae,tropicos, ,
Leucopogon conostephioides,Leucopogon conostephioides,,1,No opinion,,,,tropicos, ,
Lyginia barbata,Lyginia barbata,,1,No opinion,,,,tropicos, ,
Macrozamia riedlei,Macrozamia riedlei,,1,Accepted,Macrozamia riedlei,C.A. Gardner,Zamiaceae,tropicos, ,
Melaleuca acerosa,Melaleuca acerosa,,1,Synonym,Calothamnus quadrifidus fo. acerosus,(Colla) Benth.,Myrtaceae,tropicos, ,
Nuytsia floribunda,Nuytsia floribunda,,1,No opinion,,,,tropicos, ,
Patersonia occidentalis,Patersonia occidentalis,,1,Synonym,Genosiris occidentalis,(R. Br.) F. Muell.,Iridaceae,tropicos, ,
Persoonia saccata,Persoonia sulcata,,0.93,No opinion,,,,tropicos, ,
Petrophile linearis,Petrophile,,0.5,No opinion,,,,tropicos, [Partial match] ,
Regelia ciliata,Regelia ciliata,,1,No opinion,,,,tropicos, ,
Scholtzia involucrata,Scholtzia involucrata,,1,No opinion,,,,tropicos, ,
Stirlingia latifolia,Sieglingia latifolia,,0.92,Synonym,Gouinia latifolia,(Griseb.) Vasey,Poaceae,tropicos, ,
Verticordia nitens,Verticordia nitens,,1,Accepted,Verticordia nitens,(Lindl.) Endl.,Myrtaceae,tropicos, ,
Xanthorrhoea preissii,Xanthorrhoea preissii,,1,No opinion,,,,tropicos, ,
Anigozanthos humilis,Anigozanthos humilis,,1,No opinion,,,,tropicos, ,
Drosera sp,Drosera,,0.9,Accepted,Drosera,L.,Droseraceae,tropicos, ,
Gladiolus caryophyllaceus,Gladiolus caryophyllaceus,,1,Accepted,Gladiolus caryophyllaceus,(Burm. f.) Poir.,Iridaceae,tropicos, ,
Pterostylis sp,Pterostylis,,0.9,No opinion,,,,tropicos, ,
Stylidium sp,Stylidium,,0.9,Accepted,Stylidium,Sw. ex Willd.,Stylidiaceae,tropicos, ,
Apollonias barbujana,Apollonias barbujana,,1,No opinion,,,,tropicos, ,
Arbutus canariensis,Arbutus canariensis,,1,No opinion,,,,tropicos, ,
Erica arborea,Erica arborea,,1,Synonym,Ericoides arboreum,(L.) Kuntze,Ericaceae,tropicos, ,
Erica scoparia,Erica scoparia,,1,Synonym,Ericoides scoparium,(L.) Kuntze,Ericaceae,tropicos, ,
Heberdenia bahamensis,Heberdenia bahamensis,,1,Accepted,Heberdenia bahamensis,(Gaertn.) Sprague,Primulaceae,tropicos, ,
Ilex canariensis,Ilex canadensis,,0.97,Synonym,Nemopanthus canadensis,(Michx.) DC.,Aquifoliaceae,tropicos, ,
Ilex platyphylla,Ilex platyphylla,,1,Synonym,Ilex perado subsp. platyphylla,(Webb & Berthel.) Tutin,Aquifoliaceae,tropicos, ,
Laurus azorica,Laurus azorica,,1,Accepted,Laurus azorica,(Seub.) Franco,Lauraceae,tropicos, ,
Maytenus canariensis,Maytenus,,0.5,Accepted,Maytenus,Molina,Celastraceae,tropicos, [Partial match] ,
Myrica faya,Myrica faya,,1,Accepted,Myrica faya,Aiton,Myricaceae,tropicos, ,
Ocotea foetens,Ocotea foetens,,1,Accepted,Ocotea foetens,(Aiton) Baill.,Lauraceae,tropicos;usda, ,
Persea indica,Persea indica,,1,Accepted,Persea indica,(L.) Spreng.,Lauraceae,tropicos, ,
Picconia excelsa,Picconia excelsa,,1,Synonym,Notelaea excelsa,(Sol.) Webb & Berthel.,Oleaceae,tropicos, ,
Rhamnus glandulosa,Rhamnus glandulosa,,1,No opinion,,,,tropicos, ,
Salix canariensis,Salvia canariensis,,0.9,Accepted,Salvia canariensis,L.,Lamiaceae,tropicos, ,
Viburnum rigidum,Viburnum rigidum,,1,No opinion,,,,tropicos, ,
Visnea mocanera,Visnea mocanera,,1,No opinion,,,,tropicos, ,
Adenocarpus foliolosus,Adenocarpus foliolosus,,1,Accepted,Adenocarpus foliolosus,DC.,Fabaceae,tropicos, ,
Argyranthemum spp.,Argyranthemum,,0.9,Accepted,Argyranthemum,Webb ex Sch. Bip.,Asteraceae,tropicos, ,
Bupleurum salicifolium,Bupleurum salicifolium,,1,No opinion,,,,tropicos, ,
Chamaecytisus proliferus,Chamaecytisus proliferus,,1,Accepted,Chamaecytisus proliferus,(L. f.) Link,Fabaceae,tropicos, ,
Cistus simphytifolius,Cistus symphytifolius,,0.99,No opinion,,,,tropicos, ,
Daphne gnidium,Daphne gnidium,,1,Accepted,Daphne gnidium,L.,Thymelaeaceae,tropicos, ,
Dorycnium spectabile,Dorycnium spectabile,,1,Accepted,Dorycnium spectabile,(Choisy ex Ser.) Webb,Fabaceae,tropicos, ,
Hypericum reflexum,Hypericum reflexum,,1,No opinion,,,,tropicos, ,
Jasminum odoratisimum,Jasminum odoratissimum,,0.99,Accepted,Jasminum odoratissimum,L.,Oleaceae,tropicos, ,
Juniperus phoenicea,Juniperus phoenicea,,1,Synonym,Sabinella phoenicea,(L.) Nakai,Cupressaceae,tropicos, ,
Pinus canariensis,Pinus canariensis,,1,Accepted,Pinus canariensis,C. Smith in Buch,Pinaceae,tropicos, ,
Rumex lunaria,Rumex lunaria,,1,Synonym,Acetosa lunaria,(L.) Mill.,Polygonaceae,tropicos, ,
Alnus rhombifolia,Alnus rhombifolia,,1,Accepted,Alnus rhombifolia,Nutt.,Betulaceae,tropicos;usda, ,
Quercus lobata,Quercus lobata,,1,Accepted,Quercus lobata,Née,Fagaceae,tropicos;usda, ,
Quercus keloggii,Quercus kelloggii,,0.98,Accepted,Quercus kelloggii,Newb.,Fagaceae,tropicos, ,
Quercus douglasii,Quercus douglasii,,1,Accepted,Quercus douglasii,Hook. & Arn.,Fagaceae,tropicos;usda, ,
Aesculus californica,Aesculus californica,,1,Accepted,Aesculus californica,(Spach) Nutt.,Sapindaceae,tropicos;usda, ,
Salix laevigata,Salix laevigata,,1,Accepted,Salix laevigata,Bebb,Salicaceae,tropicos;usda, ,
Arctostaphylos crustacea,Arctostaphylos crustacea,,1,Accepted,Arctostaphylos crustacea,Eastw.,Ericaceae,tropicos, ,
Diplacus aurantiacus,Diplacus aurantiacus,,1,Accepted,Diplacus aurantiacus,(Curtis) Jeps.,Phrymaceae,tropicos, ,
Berberis ilicifolia,Berberis ilicifolia,,1,Accepted,Berberis ilicifolia,L. f.,Berberidaceae,tropicos, ,
Maytenus magellanica,Maytenus magellanica,,1,Accepted,Maytenus magellanica,(Lam.) Hook. f.,Celastraceae,tropicos, ,
Nothofagus antarctica,Nothofagus antarctica,,1,Accepted,Nothofagus antarctica,(G. Forst.) Oerst.,Nothofagaceae,tropicos, ,
Nothofagus pumilio,Nothofagus pumilio,,1,Accepted,Nothofagus pumilio,(Poepp. & Endl.) Krasser,Nothofagaceae,tropicos, [Ambiguous match] ,
Chilopsis linearis,Chilopsis linearis,,1,Accepted,Chilopsis linearis,(Cav.) Sweet,Bignoniaceae,tropicos;usda, ,
Chrysothamnus nauseosus,Chrysothamnus nauseosus,,1,Accepted,Chrysothamnus nauseosus,(Pall. ex Pursh) Britton,Asteraceae,tropicos, ,
Flourensia cernua,Flourensia cernua,,1,Accepted,Flourensia cernua,DC.,Asteraceae,tropicos;gcc;usda, ,
Simmondsia chinensis,Simmondsia chinensis,,1,Accepted,Simmondsia chinensis,(Link) C.K. Schneid.,Simmondsiaceae,tropicos;usda, ,
Carya tomentosa,Carya tomentosa,,1,Accepted,Carya tomentosa,(Poir.) Nutt.,Juglandaceae,tropicos, ,
Chionanthus virginicus,Chionanthus virginicus,,1,Accepted,Chionanthus virginicus,L.,Oleaceae,tropicos;usda, ,
Ilex opaca,Ilex opaca,,1,Accepted,Ilex opaca,Aiton,Aquifoliaceae,tropicos;usda, ,
Liquidambar styraciflua,Liquidambar styraciflua,,1,Accepted,Liquidambar styraciflua,L.,Altingiaceae,tropicos;usda, ,
Platanus occidentalis,Platanus occidentalis,,1,Accepted,Platanus occidentalis,L.,Platanaceae,tropicos;usda, ,
Populus heterophylla,Populus heterophylla,,1,Accepted,Populus heterophylla,L.,Salicaceae,tropicos;usda, ,
Salix arctica,Salix arctica,,1,Accepted,Salix arctica,Pall.,Salicaceae,tropicos;usda, ,
Dryas integrifolia,Dryas integrifolia,,1,Accepted,Dryas integrifolia,Vahl,Rosaceae,tropicos;usda, ,
Cistus ladanifer,Cistus ladanifer,,1,Accepted,Cistus ladanifer,L.,Cistaceae,tropicos;usda, ,
Cistus libanotis,Cistus libanotis,,1,No opinion,,,,tropicos, ,
Halimium commutatum,Halimium commutatum,,1,No opinion,,,,tropicos, ,
Halimium halimifolium,Halimium halimifolium,,1,No opinion,,,,tropicos, ,
Halimium umbellatum,Halimium umbellatum,,1,No opinion,,,,tropicos, ,
Juniperus oophora,Juniperus oophora,,1,No opinion,,,,tropicos, ,
Lavandula stoechas,Lavandula stoechas,,1,Synonym,Stoechas officinarum,(L.) Mill.,Lamiaceae,tropicos, ,
Phillyrea angustifolia,Phillyrea angustifolia,,1,Synonym,Olea angustifolia,(L.) Salisb.,Oleaceae,tropicos, ,
Phlomis purpurea,Phlomis purpurea,,1,No opinion,,,,tropicos, ,
Pinus pinaster,Pinus pinaster,,1,Accepted,Pinus pinaster,Aiton,Pinaceae,tropicos;usda, ,
Rosmarinus officinalis,Rosmarinus officinalis,,1,Accepted,Rosmarinus officinalis,L.,Lamiaceae,tropicos;usda, ,
Cistus laurifolius,Cistus laurifolius,,1,No opinion,,,,tropicos, ,
Cistus populifolius,Cistus populifolius,,1,No opinion,,,,tropicos, ,
Fraxinus ornus,Fraxinus ornus,,1,Accepted,Fraxinus ornus,L.,Oleaceae,tropicos;usda, ,
Quercus lusitanica,Quercus lusitanica,,1,No opinion,,,,tropicos, ,
Rubus ulmifolius,Rubus ulmifolius,,1,Accepted,Rubus ulmifolius,Schott,Rosaceae,tropicos;usda, ,
Salix sp,Salix,,0.9,Accepted,Salix,L.,Salicaceae,tropicos, ,
Smilax aspera,Smilax aspera,,1,Accepted,Smilax aspera,L.,Smilacaceae,tropicos;usda, ,
Vitis vinifera,Vitis vinifera,,1,Accepted,Vitis vinifera,L.,Vitaceae,tropicos;usda, ,
Anthonotha gracilliflora,Anthonotha graciliflora,,0.99,Synonym,Isomacrolobium graciliflorum,(Harms) Aubrév. & Pellegr.,Fabaceae,tropicos, ,
Anthonotha macrophylla,Anthonotha macrophylla,,1,Accepted,Anthonotha macrophylla,P. Beauv.,Fabaceae,tropicos, ,
Barteria fistulosa,Barteria fistulosa,,1,Accepted,Barteria fistulosa,Mast.,Passifloraceae,tropicos, ,
Berlinia auriculata,Berlinia auriculata,,1,Accepted,Berlinia auriculata,Benth.,Fabaceae,tropicos, ,
Cissus producta,Cissus producta,,1,Synonym,Vitis producta,(Afzel.) Baker,Vitaceae,tropicos, ,
Coula edulis,Coula edulis,,1,No opinion,,,,tropicos, ,
Deidamia clematoides,Deidamia clematoides,,1,No opinion,,,,tropicos, ,
Dichostemma caloneura,Dichostemma,,0.5,No opinion,,,,tropicos, [Partial match] ,
Dichostemma glaucens,Dichostemma,,0.5,No opinion,,,,tropicos, [Partial match] ,
Diospyros dendo,Diospyros dendo,,1,Accepted,Diospyros dendo,Welw. ex Hiern,Ebenaceae,tropicos, ,
Diospyros hoyleana,Diospyros hoyleana,,1,Accepted,Diospyros hoyleana,F. White,Ebenaceae,tropicos, ,
Garcinia mannii,Garcinia mannii,,1,No opinion,,,,tropicos, ,
Garcinia ovalifolia,Garcinia ovalifolia,,1,Invalid,,,,tropicos, ,
Leptaulus daphnoides,Leptaulus daphnoides,,1,Accepted,Leptaulus daphnoides,Benth.,Cardiopteridaceae,tropicos, ,
Librevillea klainei,Librevillea klainei,,1,Accepted,Librevillea klainei,(Pierre ex Harms) Hoyle,Fabaceae,tropicos, ,
Lophira alata,Lophira alata,,1,Accepted,Lophira alata,Banks ex C.F. Gaertn.,Ochnaceae,tropicos, ,
Mammea africana,Mammea africana,,1,Accepted,Mammea africana,Sabine,Calophyllaceae,tropicos;usda, ,
Protomegabaria tapfiana,Protomegabaria stapfiana,,0.98,Accepted,Protomegabaria stapfiana,(Beille) Hutch.,Phyllanthaceae,tropicos, ,
Rauvolfia vomitoria,Rauvolfia vomitoria,,1,Accepted,Rauvolfia vomitoria,Afzel.,Apocynaceae,tropicos, ,
Trichoscypha patens,Trichoscypha patens,,1,Accepted,Trichoscypha patens,(Oliv.) Engl.,Anacardiaceae,tropicos, ,
Uapaca staudtii,Uapaca staudtii,,1,Accepted,Uapaca staudtii,Pax,Phyllanthaceae,tropicos, ,
Bosqueia phoberos,Bosqueia phoberos,,1,Synonym,Trilepisium madagascariense,DC.,Moraceae,tropicos, ,
Cassipourea ruwenzoriensis,Cassipourea ruwensorensis,,0.98,No opinion,,,,tropicos, ,
Celtis durandii,Celtis durandii,,1,Synonym,Celtis africana,Burm. f.,Cannabaceae,tropicos, ,
Dombeya mukole,Dombeya mukole,,1,No opinion,,,,tropicos, ,
Erythrina excelsa,Erythrina excelsa,,1,Accepted,Erythrina excelsa,Baker,Fabaceae,tropicos, ,
Funtumia latifolia,Funtumia latifolia,,1,Synonym,Funtumia africana,(Benth.) Stapf,Apocynaceae,tropicos, [Ambiguous match] ,
Markhamia platycalyx,Markhamia platycalyx,,1,Accepted,Markhamia platycalyx,(Baker) Sprague,Bignoniaceae,tropicos, ,
Milletia dura,Millettia dura,,0.98,Accepted,Millettia dura,Dunn,Fabaceae,tropicos, ,
Pancovia turbinata,Pancovia turbinata,,1,Accepted,Pancovia turbinata,Radlk.,Sapindaceae,tropicos, ,
Parinari excelsa,Parinari excelsa,,1,Accepted,Parinari excelsa,Sabine,Chrysobalanaceae,tropicos, ,
Strombosia scheffleri,Strombosia scheffleri,,1,Accepted,Strombosia scheffleri,Engl.,Olacaceae,tropicos, ,
Teclea nobilis,Teclea nobilis,,1,Accepted,Teclea nobilis,Delile,Rutaceae,tropicos, ,
Piper aequale,Piper aequale,,1,Accepted,Piper aequale,Vahl,Piperaceae,tropicos, ,
Piper lapathifolium,Piper lapathifolium,,1,Accepted,Piper lapathifolium,(Kunth) Steud.,Piperaceae,tropicos, ,
Piper peltatum,Piper peltatum,,1,Accepted,Piper peltatum,L.,Piperaceae,tropicos, ,
Piper umbellatum,Piper umbellatum,,1,Accepted,Piper umbellatum,L.,Piperaceae,tropicos, ,
Clethra mexicana,Clethra mexicana,,1,Accepted,Clethra mexicana,DC.,Clethraceae,tropicos, ,
Quercus xalapensis,Quercus xalapensis,,1,Accepted,Quercus xalapensis,Bonpl.,Fagaceae,tropicos, ,
Cinnamomum barbeyanum,Cinnamomum barbeyanum,,1,Accepted,Cinnamomum barbeyanum,(Mez) Kosterm.,Lauraceae,tropicos, ,
Hedyosnium maxicanum,Hedyosmum mexicanum,,0.92,Accepted,Hedyosmum mexicanum,C. Cordem.,Chloranthaceae,tropicos, ,
Magnolia schiedeana,Magnolia schiedeana,,1,Accepted,Magnolia schiedeana,Schltdl.,Magnoliaceae,tropicos, ,
Oreopanax xalapensis,Oreopanax xalapensis,,1,Accepted,Oreopanax xalapensis,(Kunth) Decne. & Planch.,Araliaceae,tropicos, ,
Turpinia insignis,Turpinia insignis,,1,Accepted,Turpinia insignis,(Kunth) Tul.,Staphyleaceae,tropicos, ,
Acacia floribunda,Acacia floribunda,,1,Accepted,Acacia floribunda,(Vent.) Willd.,Fabaceae,tropicos;usda, ,
Allocasuarina sp,Allocasuarina,,0.9,No opinion,,,,tropicos, ,
Astrotricha floccosa,Astrotricha floccosa,,1,No opinion,,,,tropicos, ,
Correa reflexa,Correa reflexa,,1,Accepted,Correa reflexa,(Labill.) Vent.,Rutaceae,tropicos, ,
Dodonaea triquetra,Dodonaea triquetra,,1,No opinion,,,,tropicos, ,
