"Code","Dataset","BIOME","Genus","Species","GF","Decid.E.green","Needle.Broad.lf","C3C4","N2.fixer","log.LL","log.LMA","log.Nmass","log.Narea","log.Pmass","log.Parea","log.Amass","log.Aarea","log.Gs","log.Rdmass","log.Rdarea","Ca...Ci","Angio"
2112,"Tjoelker_Cedar_Creek","TEMP_FOR","Solidago","nemoralis","H","","B","C3","N",NA,2.09,0.199,0.288,NA,NA,2.15,1.23,2.68,1.16,0.13,NA,TRUE
2113,"Tjoelker_Cedar_Creek","TEMP_FOR","Solidago","rigida","H","","B","C3","N",0.48,2.07,0.104,0.173,NA,NA,2.11,1.17,2.71,1.11,0.18,NA,TRUE
2114,"Tjoelker_Cedar_Creek","TEMP_FOR","Sorghastrum","nutans","G","","B","C4","N",0.29,1.98,0.143,0.14,NA,NA,2.49,1.47,2.4,1.1,0.02,NA,TRUE
2115,"Tjoelker_Cedar_Creek","TEMP_FOR","Stipa","spartea","G","","B","C3","N",NA,2.15,0.258,0.427,NA,NA,2.4,1.55,2.88,1.04,0.44,NA,TRUE
2116,"Turner_&_Tan_Mangroves","TROP_RF","Avicennia","alba","T","","","","",NA,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2117,"Turner_&_Tan_Mangroves","TROP_RF","Avicennia","lanata","T","","","","",NA,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2118,"Turner_&_Tan_Mangroves","TROP_RF","Bruguiera","cylindrica","T","","","","",NA,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2119,"Turner_&_Tan_Mangroves","TROP_RF","Ceriops","tagal","T","","","","",NA,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2120,"Turner_&_Tan_Mangroves","TROP_RF","Lumnitzera","littorea","T","","","","",NA,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2121,"Turner_&_Tan_Mangroves","TROP_RF","Rhizophora","apiculata","T","","","","",NA,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2122,"Turner_&_Tan_Mangroves","TROP_RF","Rhizophora","mucronata","T","","","","",NA,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2123,"Turner_&_Tan_Mangroves","TROP_RF","Scyphiphora","hydrophyllacea","T","","","","",NA,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2124,"Turner_&_Tan_Mangroves","TROP_RF","Sonneratia","alba","T","","","","",NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2125,"Turner_&_Tan_Beach_forest","TROP_RF","Cerbera","manghas","T","","","","",NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2126,"Turner_&_Tan_Beach_forest","TROP_RF","Hibiscus","tiliaceus","T","","","","",NA,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2127,"Turner_&_Tan_Beach_forest","TROP_RF","Planchonella","obovata","T","","","","",NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2128,"Turner_&_Tan_Beach_forest","TROP_RF","Scaevola","taccada","S","","","","",NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2129,"Turner_&_Tan_Beach_forest","TROP_RF","Tarenna","fragrans","S","","","","",NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2130,"Turner_&_Tan_Beach_forest","TROP_RF","Terminalia","catappa","T","","","","",NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2131,"Turner_&_Tan_Beach_forest","TROP_RF","Thespesia","populnea","T","","","","",NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2132,"Turner_&_Tan_Beach_forest","TROP_RF","Tristaniopsis","whiteana","T","","","","",NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2133,"Turner_&_Tan_Adinandra_Belukar","TROP_RF","Adinandra","dumosa","T","","","","N",NA,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2134,"Turner_&_Tan_Adinandra_Belukar","TROP_RF","Eugenia","spicata","T","","","","",NA,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2135,"Turner_&_Tan_Adinandra_Belukar","TROP_RF","Fagraea","fragrans","T","","","","",NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2136,"Turner_&_Tan_Adinandra_Belukar","TROP_RF","Melastoma","malabathricum","S","","","","",NA,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2137,"Turner_&_Tan_Adinandra_Belukar","TROP_RF","Myrica","esculenta","T","","","","",NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2138,"Turner_&_Tan_Adinandra_Belukar","TROP_RF","Rhodamnia","cinerea","T","","","","",NA,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2139,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Arthrophyllum","diversifolium","T","","","","",NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2140,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Claoxylon","indicum","T","","","","",NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2141,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Commersonia","bartramia","T","","","","",NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2142,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Ficus","fistulosa","T","","","","",NA,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2143,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Ficus","grossularioides","T","","","","",NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2144,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Ixonanthes","reticulata","T","","","","",NA,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2145,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Ixora","congesta","S","","","","",NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2146,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Macaranga","heynei","T","","","","N",NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2147,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Macaranga","hypoleuca","T","","","","",NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2148,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Mallotus","paniculatus","T","","","","N",NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2149,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Sapium","discolor","T","","","","",NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2150,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Trema","cannabina","S","","","","",NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2151,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Trema","tomentosa","T","","","","",NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2152,"Turner_&_Tan_Undegraded_secondary_forest","TROP_RF","Vitex","pinnata","T","","","","",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2153,"Veneklaas_W_Australia","WLAND","Adenanthos","cygnorum","S","E","N","C3","N",1.6,2.37,-0.103,0.263,NA,NA,1.82,1.14,2.51,0.64,0.01,67.5,TRUE
2154,"Veneklaas_W_Australia","WLAND","Andersonia","heterophylla","S","E","N","C3","N",1.03,2.41,-0.027,0.386,NA,NA,1.55,0.93,2.52,1.08,0.49,67.9,TRUE
2155,"Veneklaas_W_Australia","WLAND","Astroloma","xerophyllum","S","E","B","C3","N",0.94,2.35,-0.009,0.34,NA,NA,1.69,0.99,2.3,0.86,0.2,67.9,TRUE
2156,"Veneklaas_W_Australia","WLAND","Banksia","attenuata","T","E","B","C3","N",1.47,2.45,-0.09,0.364,NA,NA,2,1.42,2.66,0.8,0.26,119,TRUE
2157,"Veneklaas_W_Australia","WLAND","Banksia","menziesii","T","E","B","C3","N",1.58,2.51,-0.096,0.413,NA,NA,1.8,1.27,2.59,0.75,0.26,86.5,TRUE
2158,"Veneklaas_W_Australia","WLAND","Bossiaea","eriocarpa","S","E","B","C3","Y",1.21,2.3,0.276,0.581,NA,NA,1.96,1.27,2.6,0.96,0.27,93.8,TRUE
2159,"Veneklaas_W_Australia","WLAND","Calytrix","flavescens","S","E","N","C3","N",1.44,2.38,0.011,0.389,NA,NA,1.72,1.16,2.55,0.88,0.26,81,TRUE
2160,"Veneklaas_W_Australia","WLAND","Conostephium","pendulum","S","E","B","C3","N",1.43,2.33,-0.04,0.295,NA,NA,1.7,1.04,2.69,0.92,0.26,64.2,TRUE
2161,"Veneklaas_W_Australia","WLAND","Eremaea","pauciflora","S","E","N","C3","N",1.15,2.3,0.063,0.362,NA,NA,1.78,1.15,2.45,0.96,0.25,93.4,TRUE
2162,"Veneklaas_W_Australia","WLAND","Hibbertia","huegelii","S","E","B","C3","N",1.17,2.26,0.043,0.305,NA,NA,1.87,1.11,2.32,0.77,0.03,100.4,TRUE
2163,"Veneklaas_W_Australia","WLAND","Hibbertia","subvaginata","S","E","B","C3","N",1.23,2.39,0.12,0.511,NA,NA,1.89,1.25,2.63,0.87,0.26,88.3,TRUE
2164,"Veneklaas_W_Australia","WLAND","Jacksonia","floribunda","S","E","B","C3","Y",1.52,2.49,0.205,0.699,NA,NA,1.82,1.3,2.76,0.92,0.42,74.5,TRUE
2165,"Veneklaas_W_Australia","WLAND","Leucopogon","conostephioides","S","E","B","C3","N",1.15,2.2,0.044,0.24,NA,NA,1.65,0.81,2.28,1.04,0.24,72.3,TRUE
2166,"Veneklaas_W_Australia","WLAND","Lyginia","barbata","G","E","N","C3","N",1.66,2.83,-0.146,0.684,NA,NA,1.5,1.31,2.61,0.6,0.43,78.8,TRUE
2167,"Veneklaas_W_Australia","WLAND","Macrozamia","riedlei","S","E","B","C3","N",2.02,2.46,0.238,0.701,NA,NA,1.58,1.07,2.3,0.52,-0.02,83.6,FALSE
2168,"Veneklaas_W_Australia","WLAND","Melaleuca","acerosa","S","E","N","C3","N",1.39,2.52,-0.071,0.451,NA,NA,1.71,1.21,2.64,0.91,0.43,74.8,TRUE
2169,"Veneklaas_W_Australia","WLAND","Nuytsia","floribunda","T","E","B","C3","N",1.45,2.66,-0.119,0.543,NA,NA,1.51,1.11,2.57,0.69,0.35,75.2,TRUE
2170,"Veneklaas_W_Australia","WLAND","Patersonia","occidentalis","H","E","B","C3","N",1.46,2.58,-0.064,0.515,NA,NA,1.66,1.19,2.49,0.7,0.28,86.9,TRUE
2171,"Veneklaas_W_Australia","WLAND","Persoonia","saccata","S","E","N","C3","N",1.47,2.66,-0.148,0.517,NA,NA,1.65,1.28,2.59,0.72,0.39,82.1,TRUE
2172,"Veneklaas_W_Australia","WLAND","Petrophile","linearis","S","E","B","C3","N",1.62,2.74,-0.206,0.53,NA,NA,1.61,1.34,2.73,0.79,0.53,75.2,TRUE
2173,"Veneklaas_W_Australia","WLAND","Regelia","ciliata","S","E","B","C3","N",1.28,2.19,0.052,0.241,NA,NA,1.93,1.17,2.44,0.98,0.17,105.1,TRUE
2174,"Veneklaas_W_Australia","WLAND","Scholtzia","involucrata","S","E","B","C3","N",1.37,2.25,0.115,0.364,NA,NA,1.9,1.17,2.52,1,0.25,74.8,TRUE
2175,"Veneklaas_W_Australia","WLAND","Stirlingia","latifolia","S","E","B","C3","N",1.46,2.46,-0.033,0.43,NA,NA,1.79,1.22,2.66,0.86,0.32,65.3,TRUE
2176,"Veneklaas_W_Australia","WLAND","Verticordia","nitens","S","E","N","C3","N",1.26,2.52,0.05,0.571,NA,NA,1.76,1.33,2.74,0.78,0.3,92,TRUE
2177,"Veneklaas_W_Australia","WLAND","Xanthorrhoea","preissii","S","E","N","C3","N",1.38,2.87,-0.098,0.773,NA,NA,1.39,1.26,2.63,0.49,0.37,77.7,TRUE
2178,"Veneklaas_W_Australia","WLAND","Anigozanthos","humilis","H","","B","C3","N",0.6,1.76,0.55,0.311,NA,NA,2.55,1.31,2.76,NA,NA,71.2,TRUE
2179,"Veneklaas_W_Australia","WLAND","Drosera","sp","H","","B","C3","N",0.6,1.7,0.173,-0.131,NA,NA,1.99,0.68,NA,NA,NA,NA,TRUE
2180,"Veneklaas_W_Australia","WLAND","Gladiolus","caryophyllaceus","H","","B","C3","N",0.6,1.94,0.279,0.22,NA,NA,2.28,1.21,2.58,NA,NA,82.9,TRUE
2181,"Veneklaas_W_Australia","WLAND","Pterostylis","sp","H","","B","C3","N",0.6,1.57,0.363,-0.064,NA,NA,2.18,0.77,1.96,NA,NA,123.4,TRUE
2182,"Veneklaas_W_Australia","WLAND","Stylidium","sp","H","","B","C3","N",0.6,2.05,0.262,0.313,NA,NA,1.98,0.96,2.29,NA,NA,89.1,TRUE
2183,"Villar_Canary_Is_lauriphyll","WLAND","Apollonias","barbujana","T","E","","","N",NA,2.15,0.105,0.255,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2184,"Villar_Canary_Is_lauriphyll","WLAND","Arbutus","canariensis","T","E","","","N",NA,2.16,0.093,0.25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2185,"Villar_Canary_Is_lauriphyll","WLAND","Erica","arborea","T","E","","","N",NA,2.12,0.093,0.212,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2186,"Villar_Canary_Is_lauriphyll","WLAND","Erica","scoparia","S","E","","","N",NA,2.11,0.14,0.249,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2187,"Villar_Canary_Is_lauriphyll","WLAND","Heberdenia","bahamensis","T","E","","","N",NA,2.05,-0.032,0.022,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2188,"Villar_Canary_Is_lauriphyll","WLAND","Ilex","canariensis","T","E","","","N",NA,2.2,-0.058,0.14,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2189,"Villar_Canary_Is_lauriphyll","WLAND","Ilex","platyphylla","T","E","","","N",NA,2.15,0.13,0.277,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2190,"Villar_Canary_Is_lauriphyll","WLAND","Laurus","azorica","T","E","","","N",NA,2.11,0.099,0.21,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2191,"Villar_Canary_Is_lauriphyll","WLAND","Maytenus","canariensis","S","E","","","N",NA,2.07,0.192,0.264,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2192,"Villar_Canary_Is_lauriphyll","WLAND","Myrica","faya","T","E","","","Y",NA,1.98,0.317,0.294,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2193,"Villar_Canary_Is_lauriphyll","WLAND","Ocotea","foetens","T","E","","","N",NA,2.04,0.322,0.363,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2194,"Villar_Canary_Is_lauriphyll","WLAND","Persea","indica","T","E","","","N",NA,2.07,0.185,0.26,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2195,"Villar_Canary_Is_lauriphyll","WLAND","Picconia","excelsa","T","E","","","N",NA,2.24,0.134,0.376,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2196,"Villar_Canary_Is_lauriphyll","WLAND","Prunus","lusitanica","T","E","","","N",NA,2.11,0.241,0.353,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2197,"Villar_Canary_Is_lauriphyll","WLAND","Rhamnus","glandulosa","T","E","","","N",NA,2.09,0.219,0.311,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2198,"Villar_Canary_Is_lauriphyll","WLAND","Salix","canariensis","T","D","","","N",NA,1.78,0.5,0.281,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2199,"Villar_Canary_Is_lauriphyll","WLAND","Viburnum","rigidum","S","E","","","N",NA,2.15,0.107,0.26,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2200,"Villar_Canary_Is_lauriphyll","WLAND","Visnea","mocanera","T","E","","","N",NA,2.14,0.013,0.156,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2201,"Villar_Canary_Is_xeric","WLAND","Adenocarpus","foliolosus","S","E","","","Y",NA,2,0.59,0.589,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2202,"Villar_Canary_Is_xeric","WLAND","Argyranthemum","spp.","S","D","","","N",NA,2.14,0.054,0.196,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2203,"Villar_Canary_Is_xeric","WLAND","Bupleurum","salicifolium","S","E","","","N",NA,2.15,0.335,0.482,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2204,"Villar_Canary_Is_xeric","WLAND","Chamaecytisus","proliferus","S","E","","","Y",NA,2.33,0.109,0.443,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2205,"Villar_Canary_Is_xeric","WLAND","Cistus","monspeliensis","S","E","B","C3","N",NA,2.18,0.485,0.666,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2206,"Villar_Canary_Is_xeric","WLAND","Cistus","simphytifolius","S","E","","","N",NA,2.22,0.177,0.395,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2207,"Villar_Canary_Is_xeric","WLAND","Daphne","gnidium","S","E","","","N",NA,2.2,0.21,0.412,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2208,"Villar_Canary_Is_xeric","WLAND","Dorycnium","spectabile","S","D","","","Y",NA,1.91,0.564,0.469,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2209,"Villar_Canary_Is_xeric","WLAND","Hypericum","reflexum","S","D","","","N",NA,2.04,0.007,0.047,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2210,"Villar_Canary_Is_xeric","WLAND","Jasminum","odoratisimum","S","E","","","N",NA,2.19,0.306,0.496,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2211,"Villar_Canary_Is_xeric","WLAND","Juniperus","phoenicea","T","E","","","N",NA,2.2,-0.075,0.124,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2212,"Villar_Canary_Is_xeric","WLAND","Olea","europaea","T","E","B","C3","N",NA,2.29,0.25,0.544,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2213,"Villar_Canary_Is_xeric","WLAND","Pinus","canariensis","T","E","","","N",NA,1.84,0.095,-0.067,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2214,"Villar_Canary_Is_xeric","WLAND","Rumex","lunaria","S","D","","","N",NA,1.97,0.331,0.302,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2215,"Villar_California_forest","TEMP_FOR","Alnus","rhombifolia","T","D","","","Y",NA,1.99,0.353,0.339,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2216,"Villar_California_forest","TEMP_FOR","Quercus","lobata","T","D","","","N",NA,2.12,0.311,0.429,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2217,"Villar_California_forest","TEMP_FOR","Quercus","keloggii","T","D","","","N",NA,2.07,0.198,0.269,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2218,"Villar_California_forest","TEMP_FOR","Quercus","douglasii","T","D","","","N",NA,2.1,0.235,0.337,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2219,"Villar_California_forest","TEMP_FOR","Aesculus","californica","T","D","","","N",NA,1.86,0.306,0.162,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2220,"Villar_California_forest","TEMP_FOR","Salix","laevigata","T","D","","","N",NA,2.08,0.265,0.349,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2221,"Villar_California_forest","TEMP_FOR","Heteromeles","arbutifolia","S","E","B","C3","N",NA,2.29,-0.165,0.12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2222,"Villar_California_forest","TEMP_FOR","Rhamnus","californica","S","E","B","C3","N",NA,1.97,0.127,0.098,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2223,"Villar_California_forest","TEMP_FOR","Quercus","agrifolia","T","E","","C3","N",NA,2.25,0.037,0.292,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2224,"Villar_California_forest","TEMP_FOR","Arbutus","menziesii","T","E","B","C3","N",NA,2.16,0.084,0.241,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2225,"Villar_California_chaparral","WLAND","Adenostoma","fasciculatum","S","E","","C3","N",NA,2.28,-0.116,0.16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2226,"Villar_California_chaparral","WLAND","Arctostaphylos","crustacea","S","E","","","N",NA,2.39,0.011,0.402,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2227,"Villar_California_chaparral","WLAND","Ceanothus","cuneatus","S","E","","C3","N",NA,2.44,0.122,0.566,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2228,"Villar_California_chaparral","WLAND","Diplacus","aurantiacus","S","E","","","N",NA,2.08,0.248,0.328,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2229,"Villar_California_chaparral","WLAND","Eriodictyon","californicum","S","E","","C3","N",NA,2.44,-0.013,0.423,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2230,"Villar_California_chaparral","WLAND","Lepechinia","calycina","S","D","","C3","N",NA,2.05,0.468,0.521,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2231,"Villar_Tierra_del_Fuego","WLAND","Berberis","ilicifolia","T","E","","","N",NA,2.31,0.069,0.382,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2232,"Villar_Tierra_del_Fuego","WLAND","Drimys","winteri","T","E","B","C3","N",NA,2.16,-0.057,0.107,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2233,"Villar_Tierra_del_Fuego","WLAND","Embothrium","coccineum","T","E","B","C3","N",NA,2.11,0.078,0.185,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2234,"Villar_Tierra_del_Fuego","WLAND","Maytenus","magellanica","T","E","","","N",NA,2.14,0,0.135,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2235,"Villar_Tierra_del_Fuego","WLAND","Nothofagus","antarctica","T","D","","","N",NA,1.96,0.383,0.348,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2236,"Villar_Tierra_del_Fuego","WLAND","Nothofagus","betuloides","T","E","B","C3","N",NA,2.18,0.106,0.284,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2237,"Villar_Tierra_del_Fuego","WLAND","Nothofagus","pumilio","T","D","","","N",NA,1.74,0.35,0.086,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2238,"Villar_Chihuahua","DESERT","Artemisia","tridentata","S","E","B","C3","N",NA,2.12,0.203,0.321,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2239,"Villar_Chihuahua","DESERT","Chilopsis","linearis","T","D","","","N",NA,2.37,0.189,0.555,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2240,"Villar_Chihuahua","DESERT","Chrysothamnus","nauseosus","S","E","","","N",NA,2.09,0.286,0.374,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2241,"Villar_Chihuahua","DESERT","Flourensia","cernua","S","D","","","N",NA,2.06,0.387,0.451,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2242,"Villar_Chihuahua","DESERT","Larrea","tridentata","S","E","B","C3","N",NA,2.08,0.379,0.464,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2243,"Villar_Chihuahua","DESERT","Simmondsia","chinensis","S","E","","","N",NA,2.29,0.235,0.529,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2244,"Villar_N_Carolina_forest","TEMP_FOR","Carya","tomentosa","T","D","","","N",NA,1.55,0.214,-0.231,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2245,"Villar_N_Carolina_forest","TEMP_FOR","Chionanthus","virginicus","T","D","","","N",NA,1.54,0.245,-0.216,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2246,"Villar_N_Carolina_forest","TEMP_FOR","Cornus","florida","T","D","B","C3","N",NA,1.64,0.18,-0.185,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2247,"Villar_N_Carolina_forest","TEMP_FOR","Ilex","opaca","T","E","","","N",NA,2.13,0.049,0.182,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2248,"Villar_N_Carolina_forest","TEMP_FOR","Liquidambar","styraciflua","T","D","B","","N",NA,1.85,0.162,0.016,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2249,"Villar_N_Carolina_forest","TEMP_FOR","Liriodendron","tulipifera","T","D","B","C3","N",NA,1.55,0.205,-0.244,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2250,"Villar_N_Carolina_forest","TEMP_FOR","Platanus","occidentalis","T","D","B","C3","N",NA,1.63,0.302,-0.065,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2251,"Villar_N_Carolina_forest","TEMP_FOR","Populus","heterophylla","T","D","","","N",NA,1.84,0.381,0.224,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2252,"Villar_Toronto","TEMP_FOR","Acer","rubrum","T","D","B","C3","N",NA,1.65,0.298,-0.055,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2253,"Villar_Toronto","TEMP_FOR","Betula","papyrifera","T","D","B","C3","N",NA,1.93,0.279,0.206,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2254,"Villar_Toronto","TEMP_FOR","Populus","tremuloides","T","D","B","C3","N",NA,1.91,0.27,0.18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2255,"Villar_Toronto","TEMP_FOR","Quercus","rubra","T","D","B","C3","N",NA,1.92,0.313,0.231,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2256,"Villar_Devon_Is_Canada","TUNDRA","Salix","arctica","S","D","","","N",NA,1.88,0.698,0.575,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2257,"Villar_Devon_Is_Canada","TUNDRA","Dryas","integrifolia","S","E","","","N",NA,2.03,0.002,0.028,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2258,"Villar_Devon_Is_Canada","TUNDRA","Cassiope","tetragona","S","E","B","C3","N",NA,2.04,0.243,0.287,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2259,"Villar_Andaluc’a_xeric","WLAND","Arctostaphylos","uva-ursi","S","E","B","C3","N",NA,2.5,-0.155,0.348,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2260,"Villar_Andaluc’a_xeric","WLAND","Cistus","albidus","S","E","B","C3","N",NA,2.27,0.053,0.321,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2261,"Villar_Andaluc’a_xeric","WLAND","Cistus","ladanifer","S","E","","","N",NA,2.46,0.23,0.686,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2262,"Villar_Andaluc’a_xeric","WLAND","Cistus","libanotis","S","E","","","N",NA,2.43,0.179,0.612,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2263,"Villar_Andaluc’a_xeric","WLAND","Cistus","monspeliensis","S","E","B","C3","N",NA,2.38,0.114,0.492,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2264,"Villar_Andaluc’a_xeric","WLAND","Cistus","salvifolius","S","E","B","C3","N",NA,1.98,0.22,0.199,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
